gene_name	target_id	length	eff_length	est_counts	tpm	gene_id	transcript_name
TAS2R39	ENST00000446620.1|ENSG00000236398.2|OTTHUMG00000152636.3|OTTHUMT00000327090.3|TAS2R39-201|TAS2R39|1017|protein_coding|	1017	779.817	0.0	0.0	ENSG00000236398.2	TAS2R39-201
TAS2R4	ENST00000247881.3|ENSG00000127364.3|OTTHUMG00000157634.1|OTTHUMT00000349285.1|TAS2R4-201|TAS2R4|2378|protein_coding|	2378	2140.82	18.0367	0.163158	ENSG00000127364.3	TAS2R4-201
TAS2R40	ENST00000408947.4|ENSG00000221937.4|OTTHUMG00000152638.1|OTTHUMT00000327097.1|TAS2R40-201|TAS2R40|1043|protein_coding|	1043	805.817	0.0	0.0	ENSG00000221937.4	TAS2R40-201
TAS2R41	ENST00000408916.1|ENSG00000221855.1|OTTHUMG00000155892.2|OTTHUMT00000342149.2|TAS2R41-201|TAS2R41|924|protein_coding|	924	686.817	0.0	0.0	ENSG00000221855.1	TAS2R41-201
TAS2R42	ENST00000334266.1|ENSG00000186136.1|OTTHUMG00000168567.3|OTTHUMT00000400243.3|TAS2R42-201|TAS2R42|945|protein_coding|	945	707.817	0.0	0.0	ENSG00000186136.1	TAS2R42-201
TAS2R43	ENST00000531678.1|ENSG00000255374.3|OTTHUMG00000165352.1|OTTHUMT00000383561.1|TAS2R43-201|TAS2R43|1027|protein_coding|	1027	789.817	8.85105	0.217019	ENSG00000255374.3	TAS2R43-201
TAS2R46	ENST00000533467.1|ENSG00000226761.3|OTTHUMG00000165351.2|OTTHUMT00000383559.2|TAS2R46-201|TAS2R46|930|protein_coding|	930	692.817	17.2868	0.483197	ENSG00000226761.3	TAS2R46-201
TAS2R5	ENST00000247883.5|ENSG00000127366.5|OTTHUMG00000157632.1|OTTHUMT00000349283.1|TAS2R5-201|TAS2R5|1151|protein_coding|	1151	913.817	7.0	0.148343	ENSG00000127366.5	TAS2R5-201
TAS2R50	ENST00000506868.1|ENSG00000212126.3|OTTHUMG00000162719.2|OTTHUMT00000370192.2|TAS2R50-201|TAS2R50|1000|protein_coding|	1000	762.817	11.0	0.279255	ENSG00000212126.3	TAS2R50-201
TAS2R60	ENST00000332690.1|ENSG00000185899.1|OTTHUMG00000154891.2|OTTHUMT00000337541.2|TAS2R60-201|TAS2R60|957|protein_coding|	957	719.817	0.0	0.0	ENSG00000185899.1	TAS2R60-201
TAS2R7	ENST00000240687.2|ENSG00000121377.2|OTTHUMG00000168505.1|OTTHUMT00000399931.1|TAS2R7-201|TAS2R7|1096|protein_coding|	1096	858.817	0.0	0.0	ENSG00000121377.2	TAS2R7-201
TAS2R8	ENST00000240615.2|ENSG00000121314.2|OTTHUMG00000168506.2|OTTHUMT00000399932.2|TAS2R8-201|TAS2R8|1243|protein_coding|	1243	1005.82	0.0	0.0	ENSG00000121314.2	TAS2R8-201
TAS2R9	ENST00000240691.4|ENSG00000121381.4|OTTHUMG00000168507.4|OTTHUMT00000399933.4|TAS2R9-201|TAS2R9|1075|protein_coding|	1075	837.817	3.0	0.0693428	ENSG00000121381.4	TAS2R9-201
TASP1	ENST00000337743.8|ENSG00000089123.15|OTTHUMG00000031904.3|OTTHUMT00000078041.2|TASP1-201|TASP1|2352|protein_coding|	2352	2114.82	192.383	1.76166	ENSG00000089123.15	TASP1-201
TAT	ENST00000355962.4|ENSG00000198650.10|OTTHUMG00000137590.3|OTTHUMT00000268989.1|TAT-201|TAT|3983|protein_coding|	3983	3745.82	30.4468	0.157407	ENSG00000198650.10	TAT-201
TATDN1	ENST00000519548.5|ENSG00000147687.18|OTTHUMG00000165068.4|OTTHUMT00000381658.1|TATDN1-206|TATDN1|889|protein_coding|	889	651.817	266.251	7.91035	ENSG00000147687.18	TATDN1-206
TATDN2	ENST00000287652.8|ENSG00000157014.10|OTTHUMG00000155361.1|OTTHUMT00000339641.1|TATDN2-201|TATDN2|5342|protein_coding|	5342	5104.82	1225.65	4.6496	ENSG00000157014.10	TATDN2-201
TATDN3	ENST00000530399.2|ENSG00000203705.10|OTTHUMG00000036805.10|OTTHUMT00000386376.2|TATDN3-211|TATDN3|547|protein_coding|	547	309.822	31.7552	1.98487	ENSG00000203705.10	TATDN3-211
TAX1BP1	ENST00000265393.10|ENSG00000106052.13|OTTHUMG00000023377.9|OTTHUMT00000214141.2|TAX1BP1-201|TAX1BP1|2478|protein_coding|	2478	2240.82	1055.44	9.1213	ENSG00000106052.13	TAX1BP1-201
TAX1BP3	ENST00000225525.3|ENSG00000213977.7|OTTHUMG00000090701.2|OTTHUMT00000207389.2|TAX1BP3-201|TAX1BP3|1377|protein_coding|	1377	1139.82	450.342	7.65133	ENSG00000213977.7	TAX1BP3-201
TAZ	ENST00000475699.5|ENSG00000102125.15|OTTHUMG00000033190.21|OTTHUMT00000080940.4|TAZ-205|TAZ|1862|protein_coding|	1862	1624.82	174.185	2.07604	ENSG00000102125.15	TAZ-205
TBATA	ENST00000299290.5|ENSG00000166220.12|OTTHUMG00000018413.1|OTTHUMT00000048519.1|TBATA-201|TBATA|1583|protein_coding|	1583	1345.82	0.0	0.0	ENSG00000166220.12	TBATA-201
TBC1D1	ENST00000446803.6|ENSG00000065882.15|OTTHUMG00000150302.9|OTTHUMT00000317448.3|TBC1D1-209|TBC1D1|1987|protein_coding|	1987	1749.82	942.997	10.4363	ENSG00000065882.15	TBC1D1-209
TBC1D10A	ENST00000215790.11|ENSG00000099992.15|OTTHUMG00000150924.3|OTTHUMT00000320550.1|TBC1D10A-201|TBC1D10A|2077|protein_coding|	2077	1839.82	416.224	4.38109	ENSG00000099992.15	TBC1D10A-201
TBC1D10B	ENST00000409939.7|ENSG00000169221.13|OTTHUMG00000132396.5|OTTHUMT00000255527.3|TBC1D10B-201|TBC1D10B|3350|protein_coding|	3350	3112.82	2075.17	12.9101	ENSG00000169221.13	TBC1D10B-201
TBC1D10C	ENST00000542590.1|ENSG00000175463.11|OTTHUMG00000167139.3|OTTHUMT00000395492.2|TBC1D10C-209|TBC1D10C|1659|protein_coding|	1659	1421.82	489.858	6.67199	ENSG00000175463.11	TBC1D10C-209
TBC1D12	ENST00000225235.4|ENSG00000108239.8|OTTHUMG00000018794.2|OTTHUMT00000049482.2|TBC1D12-201|TBC1D12|5272|protein_coding|	5272	5034.82	341.097	1.31197	ENSG00000108239.8	TBC1D12-201
TBC1D13	ENST00000372648.9|ENSG00000107021.15|OTTHUMG00000020760.1|OTTHUMT00000054496.1|TBC1D13-202|TBC1D13|3906|protein_coding|	3906	3668.82	998.384	5.26988	ENSG00000107021.15	TBC1D13-202
TBC1D14	ENST00000409757.8|ENSG00000132405.18|OTTHUMG00000090493.6|OTTHUMT00000206981.3|TBC1D14-201|TBC1D14|4925|protein_coding|	4925	4687.82	1924.32	7.94941	ENSG00000132405.18	TBC1D14-201
TBC1D15	ENST00000319106.12|ENSG00000121749.15|OTTHUMG00000158553.5|OTTHUMT00000405228.1|TBC1D15-201|TBC1D15|2159|protein_coding|	2159	1921.82	206.484	2.08067	ENSG00000121749.15	TBC1D15-201
TBC1D16	ENST00000570373.5|ENSG00000167291.15|OTTHUMG00000177489.4|OTTHUMT00000437414.1|TBC1D16-203|TBC1D16|961|protein_coding|	961	723.817	1.79991	0.0481562	ENSG00000167291.15	TBC1D16-203
TBC1D17	ENST00000221543.9|ENSG00000104946.12|OTTHUMG00000183376.3|OTTHUMT00000466404.2|TBC1D17-201|TBC1D17|2366|protein_coding|	2366	2128.82	382.699	3.48135	ENSG00000104946.12	TBC1D17-201
TBC1D19	ENST00000264866.8|ENSG00000109680.10|OTTHUMG00000097797.4|OTTHUMT00000215052.2|TBC1D19-201|TBC1D19|2263|protein_coding|	2263	2025.82	37.6377	0.359793	ENSG00000109680.10	TBC1D19-201
TBC1D2	ENST00000465784.6|ENSG00000095383.19|OTTHUMG00000020343.3|-|TBC1D2-205|TBC1D2|3349|protein_coding|	3349	3111.82	41.0801	0.25565	ENSG00000095383.19	TBC1D2-205
TBC1D20	ENST00000354200.4|ENSG00000125875.13|OTTHUMG00000031637.5|OTTHUMT00000251397.2|TBC1D20-201|TBC1D20|4466|protein_coding|	4466	4228.82	314.409	1.43981	ENSG00000125875.13	TBC1D20-201
TBC1D21	ENST00000535547.6|ENSG00000167139.8|OTTHUMG00000137594.4|OTTHUMT00000419870.2|TBC1D21-202|TBC1D21|1005|protein_coding|	1005	767.817	0.0	0.0	ENSG00000167139.8	TBC1D21-202
TBC1D22A	ENST00000406733.1|ENSG00000054611.13|OTTHUMG00000150332.3|OTTHUMT00000317929.1|TBC1D22A-205|TBC1D22A|2267|protein_coding|	2267	2029.82	380.761	3.63266	ENSG00000054611.13	TBC1D22A-205
TBC1D22B	ENST00000373491.3|ENSG00000065491.8|OTTHUMG00000014619.1|OTTHUMT00000040402.1|TBC1D22B-201|TBC1D22B|3462|protein_coding|	3462	3224.82	865.0	5.19446	ENSG00000065491.8	TBC1D22B-201
TBC1D23	ENST00000471098.1|ENSG00000036054.12|OTTHUMG00000159067.2|OTTHUMT00000353154.2|TBC1D23-203|TBC1D23|559|protein_coding|	559	321.82	48.4164	2.91346	ENSG00000036054.12	TBC1D23-203
TBC1D24	ENST00000567020.6|ENSG00000162065.13|OTTHUMG00000177150.6|OTTHUMT00000435636.3|TBC1D24-205|TBC1D24|6673|protein_coding|	6673	6435.82	407.159	1.22515	ENSG00000162065.13	TBC1D24-205
TBC1D25	ENST00000376771.8|ENSG00000068354.15|OTTHUMG00000024123.5|OTTHUMT00000060764.2|TBC1D25-201|TBC1D25|4042|protein_coding|	4042	3804.82	688.627	3.50493	ENSG00000068354.15	TBC1D25-201
TBC1D26	ENST00000437605.3|ENSG00000214946.14|OTTHUMG00000059071.6|-|TBC1D26-201|TBC1D26|1868|protein_coding|	1868	1630.82	1.14217	0.0135629	ENSG00000214946.14	TBC1D26-201
TBC1D28	ENST00000405044.5|ENSG00000189375.10|OTTHUMG00000059054.5|-|TBC1D28-202|TBC1D28|1978|protein_coding|	1978	1740.82	11.4545	0.127424	ENSG00000189375.10	TBC1D28-202
TBC1D29	ENST00000579181.2|ENSG00000266733.6|OTTHUMG00000178856.3|-|TBC1D29-202|TBC1D29|666|protein_coding|	666	428.817	0.0	0.0	ENSG00000266733.6	TBC1D29-202
TBC1D2B	ENST00000300584.7|ENSG00000167202.11|OTTHUMG00000152885.4|OTTHUMT00000328369.3|TBC1D2B-201|TBC1D2B|6067|protein_coding|	6067	5829.82	1420.12	4.71738	ENSG00000167202.11	TBC1D2B-201
TBC1D3	ENST00000620215.2|ENSG00000274611.3|OTTHUMG00000188487.1|OTTHUMT00000477408.1|TBC1D3-201|TBC1D3|2063|protein_coding|	2063	1825.82	0.0	0.0	ENSG00000274611.3	TBC1D3-201
TBC1D30	ENST00000539867.5|ENSG00000111490.13|OTTHUMG00000168824.3|OTTHUMT00000401220.2|TBC1D30-203|TBC1D30|2594|protein_coding|	2594	2356.82	515.576	4.23639	ENSG00000111490.13	TBC1D30-203
TBC1D31	ENST00000287380.5|ENSG00000156787.16|OTTHUMG00000165081.8|OTTHUMT00000381721.1|TBC1D31-201|TBC1D31|3502|protein_coding|	3502	3264.82	469.949	2.78754	ENSG00000156787.16	TBC1D31-201
TBC1D32	ENST00000422369.1|ENSG00000146350.13|OTTHUMG00000015474.5|OTTHUMT00000277111.2|TBC1D32-205|TBC1D32|770|protein_coding|	770	532.817	4.83165	0.175609	ENSG00000146350.13	TBC1D32-205
TBC1D3B	ENST00000616006.1|ENSG00000274808.5|OTTHUMG00000188417.1|OTTHUMT00000477153.1|TBC1D3B-203|TBC1D3B|569|protein_coding|	569	331.818	18.0236	1.05189	ENSG00000274808.5	TBC1D3B-203
TBC1D3C	ENST00000622206.1|ENSG00000278299.5|OTTHUMG00000188484.1|OTTHUMT00000477405.1|TBC1D3C-201|TBC1D3C|2063|protein_coding|	2063	1825.82	0.0	0.0	ENSG00000278299.5	TBC1D3C-201
TBC1D3D	ENST00000616101.4|ENSG00000274419.6|OTTHUMG00000188483.1|OTTHUMT00000477404.1|TBC1D3D-201|TBC1D3D|2116|protein_coding|	2116	1878.82	96.8953	0.998729	ENSG00000274419.6	TBC1D3D-201
TBC1D3E	ENST00000621587.1|ENSG00000278599.5|OTTHUMG00000188486.1|OTTHUMT00000477407.1|TBC1D3E-201|TBC1D3E|2076|protein_coding|	2076	1838.82	0.0	0.0	ENSG00000278599.5	TBC1D3E-201
TBC1D3F	ENST00000620210.1|ENSG00000275954.5|OTTHUMG00000188428.1|OTTHUMT00000477179.1|TBC1D3F-201|TBC1D3F|2117|protein_coding|	2117	1879.82	0.0	0.0	ENSG00000275954.5	TBC1D3F-201
TBC1D3G	ENST00000569055.2|ENSG00000260287.4|OTTHUMG00000188426.1|OTTHUMT00000477177.1|TBC1D3G-201|TBC1D3G|2065|protein_coding|	2065	1827.82	0.0	0.0	ENSG00000260287.4	TBC1D3G-201
TBC1D3H	ENST00000610350.3|ENSG00000274226.5|OTTHUMG00000188427.1|OTTHUMT00000477178.1|TBC1D3H-201|TBC1D3H|2065|protein_coding|	2065	1827.82	0.0	0.0	ENSG00000274226.5	TBC1D3H-201
TBC1D3I	ENST00000618620.4|ENSG00000274933.5|OTTHUMG00000188424.2|OTTHUMT00000477174.1|TBC1D3I-202|TBC1D3I|1900|protein_coding|	1900	1662.82	6.68297	0.0778313	ENSG00000274933.5	TBC1D3I-202
TBC1D3K	ENST00000620247.1|ENSG00000273513.1|OTTHUMG00000188481.1|OTTHUMT00000477402.1|TBC1D3K-201|TBC1D3K|2116|protein_coding|	2116	1878.82	0.0	0.0	ENSG00000273513.1	TBC1D3K-201
TBC1D3L	ENST00000617678.2|ENSG00000274512.5|OTTHUMG00000188482.1|OTTHUMT00000477403.1|TBC1D3L-202|TBC1D3L|2065|protein_coding|	2065	1827.82	258.505	2.73883	ENSG00000274512.5	TBC1D3L-202
TBC1D4	ENST00000377625.6|ENSG00000136111.13|OTTHUMG00000017088.4|-|TBC1D4-201|TBC1D4|6182|protein_coding|	6182	5944.82	3634.42	11.8393	ENSG00000136111.13	TBC1D4-201
TBC1D5	ENST00000253692.11|ENSG00000131374.14|OTTHUMG00000155488.20|OTTHUMT00000340301.3|TBC1D5-201|TBC1D5|7854|protein_coding|	7854	7616.82	2915.63	7.4129	ENSG00000131374.14	TBC1D5-201
TBC1D7	ENST00000356436.8|ENSG00000145979.17|OTTHUMG00000014272.5|OTTHUMT00000039895.2|TBC1D7-202|TBC1D7|1116|protein_coding|	1116	878.817	252.068	5.55456	ENSG00000145979.17	TBC1D7-202
TBC1D8	ENST00000376840.8|ENSG00000204634.12|OTTHUMG00000153040.2|OTTHUMT00000376092.1|TBC1D8-201|TBC1D8|3627|protein_coding|	3627	3389.82	153.148	0.874911	ENSG00000204634.12	TBC1D8-201
TBC1D8B	ENST00000481617.6|ENSG00000133138.19|OTTHUMG00000022152.4|OTTHUMT00000057809.2|TBC1D8B-206|TBC1D8B|4098|protein_coding|	4098	3860.82	360.969	1.81059	ENSG00000133138.19	TBC1D8B-206
TBC1D9	ENST00000442267.2|ENSG00000109436.7|OTTHUMG00000161405.2|OTTHUMT00000364806.1|TBC1D9-201|TBC1D9|5306|protein_coding|	5306	5068.82	1098.25	4.19588	ENSG00000109436.7	TBC1D9-201
TBC1D9B	ENST00000355235.7|ENSG00000197226.12|OTTHUMG00000130911.9|OTTHUMT00000253502.3|TBC1D9B-201|TBC1D9B|5119|protein_coding|	5119	4881.82	2507.64	9.94746	ENSG00000197226.12	TBC1D9B-201
TBCA	ENST00000517679.5|ENSG00000171530.13|OTTHUMG00000102173.8|OTTHUMT00000369508.1|TBCA-203|TBCA|545|protein_coding|	545	307.823	770.303	48.4607	ENSG00000171530.13	TBCA-203
TBCB	ENST00000585746.1|ENSG00000105254.11|OTTHUMG00000048143.8|OTTHUMT00000457452.1|TBCB-205|TBCB|875|protein_coding|	875	637.817	565.73	17.1768	ENSG00000105254.11	TBCB-205
TBCC	ENST00000372876.1|ENSG00000124659.6|OTTHUMG00000014704.1|OTTHUMT00000040559.1|TBCC-201|TBCC|1616|protein_coding|	1616	1378.82	444.98	6.24975	ENSG00000124659.6	TBCC-201
TBCCD1	ENST00000338733.9|ENSG00000113838.12|OTTHUMG00000156613.2|OTTHUMT00000344774.1|TBCCD1-201|TBCCD1|2441|protein_coding|	2441	2203.82	382.94	3.365	ENSG00000113838.12	TBCCD1-201
TBCD	ENST00000539345.6|ENSG00000141556.20|OTTHUMG00000177878.4|OTTHUMT00000439419.1|TBCD-202|TBCD|3975|protein_coding|	3975	3737.82	2078.63	10.7693	ENSG00000141556.20	TBCD-202
TBCE	ENST00000406207.5|ENSG00000284770.1|OTTHUMG00000039987.13|OTTHUMT00000097365.2|TBCE-221|TBCE|2071|protein_coding|	2071	1833.82	327.326	3.45664	ENSG00000284770.1	TBCE-221
TBCEL	ENST00000529397.5|ENSG00000154114.12|OTTHUMG00000166061.4|OTTHUMT00000387688.2|TBCEL-205|TBCEL|1375|protein_coding|	1375	1137.82	65.6592	1.11751	ENSG00000154114.12	TBCEL-205
TBCK	ENST00000509532.5|ENSG00000145348.16|OTTHUMG00000131214.7|OTTHUMT00000364371.2|TBCK-215|TBCK|848|protein_coding|	848	610.817	54.9324	1.74159	ENSG00000145348.16	TBCK-215
TBK1	ENST00000331710.9|ENSG00000183735.9|OTTHUMG00000168796.2|OTTHUMT00000401130.1|TBK1-201|TBK1|3256|protein_coding|	3256	3018.82	1129.17	7.24354	ENSG00000183735.9	TBK1-201
TBKBP1	ENST00000361722.7|ENSG00000198933.9|OTTHUMG00000178286.2|OTTHUMT00000441363.1|TBKBP1-201|TBKBP1|4121|protein_coding|	4121	3883.82	36.796	0.183472	ENSG00000198933.9	TBKBP1-201
TBL1X	ENST00000424279.5|ENSG00000101849.16|OTTHUMG00000021117.7|-|TBL1X-206|TBL1X|5451|protein_coding|	5451	5213.82	1018.35	3.78242	ENSG00000101849.16	TBL1X-206
TBL1XR1	ENST00000626758.1|ENSG00000177565.16|OTTHUMG00000157140.27|OTTHUMT00000484765.1|TBL1XR1-218|TBL1XR1|355|protein_coding|	355	127.007	112.548	17.1609	ENSG00000177565.16	TBL1XR1-218
TBL1Y	ENST00000383032.5|ENSG00000092377.13|OTTHUMG00000035299.1|OTTHUMT00000085360.1|TBL1Y-203|TBL1Y|2407|protein_coding|	2407	2169.82	0.0	0.0	ENSG00000092377.13	TBL1Y-203
TBL2	ENST00000305632.10|ENSG00000106638.16|OTTHUMG00000023427.8|OTTHUMT00000252233.4|TBL2-201|TBL2|4560|protein_coding|	4560	4322.82	129.977	0.582277	ENSG00000106638.16	TBL2-201
TBL3	ENST00000332704.5|ENSG00000183751.14|OTTHUMG00000128710.4|OTTHUMT00000434034.2|TBL3-201|TBL3|2091|protein_coding|	2091	1853.82	139.002	1.45205	ENSG00000183751.14	TBL3-201
TBP	ENST00000230354.10|ENSG00000112592.13|OTTHUMG00000016084.4|OTTHUMT00000043271.2|TBP-201|TBP|1861|protein_coding|	1861	1623.82	324.466	3.86955	ENSG00000112592.13	TBP-201
TBPL1	ENST00000367871.5|ENSG00000028839.9|OTTHUMG00000015609.5|OTTHUMT00000042295.1|TBPL1-203|TBPL1|808|protein_coding|	808	570.817	140.175	4.75559	ENSG00000028839.9	TBPL1-203
TBPL2	ENST00000556755.1|ENSG00000182521.5|OTTHUMG00000140313.4|OTTHUMT00000411451.3|TBPL2-202|TBPL2|559|protein_coding|	559	321.82	13.1667	0.792306	ENSG00000182521.5	TBPL2-202
TBR1	ENST00000389554.7|ENSG00000136535.14|OTTHUMG00000153888.2|OTTHUMT00000332845.1|TBR1-201|TBR1|4009|protein_coding|	4009	3771.82	0.0	0.0	ENSG00000136535.14	TBR1-201
TBRG1	ENST00000441174.7|ENSG00000154144.12|OTTHUMG00000153024.4|OTTHUMT00000329057.2|TBRG1-203|TBRG1|4004|protein_coding|	4004	3766.82	214.078	1.1006	ENSG00000154144.12	TBRG1-203
TBRG4	ENST00000258770.7|ENSG00000136270.13|OTTHUMG00000129247.7|OTTHUMT00000251351.1|TBRG4-201|TBRG4|2243|protein_coding|	2243	2005.82	1992.05	19.2326	ENSG00000136270.13	TBRG4-201
TBX1	ENST00000329705.11|ENSG00000184058.14|OTTHUMG00000150421.4|OTTHUMT00000318033.1|TBX1-201|TBX1|1465|protein_coding|	1465	1227.82	1.52017	0.0239766	ENSG00000184058.14	TBX1-201
TBX10	ENST00000335385.3|ENSG00000167800.9|OTTHUMG00000167291.1|OTTHUMT00000394034.1|TBX10-201|TBX10|1548|protein_coding|	1548	1310.82	4.0	0.0590945	ENSG00000167800.9	TBX10-201
TBX15	ENST00000449873.5|ENSG00000092607.14|OTTHUMG00000012263.3|OTTHUMT00000034352.1|TBX15-203|TBX15|2678|protein_coding|	2678	2440.82	39.0044	0.309462	ENSG00000092607.14	TBX15-203
TBX18	ENST00000606325.5|ENSG00000112837.16|OTTHUMG00000015129.4|OTTHUMT00000470356.1|TBX18-203|TBX18|742|protein_coding|	742	504.817	0.81653	0.0313233	ENSG00000112837.16	TBX18-203
TBX19	ENST00000367821.7|ENSG00000143178.12|OTTHUMG00000034648.2|OTTHUMT00000083825.1|TBX19-201|TBX19|2822|protein_coding|	2822	2584.82	41.592	0.311608	ENSG00000143178.12	TBX19-201
TBX2	ENST00000240328.3|ENSG00000121068.13|OTTHUMG00000156986.3|OTTHUMT00000346977.2|TBX2-201|TBX2|3339|protein_coding|	3339	3101.82	5.25931	0.0328354	ENSG00000121068.13	TBX2-201
TBX20	ENST00000408931.3|ENSG00000164532.10|OTTHUMG00000099411.4|OTTHUMT00000216870.3|TBX20-201|TBX20|1871|protein_coding|	1871	1633.82	1.0	0.0118529	ENSG00000164532.10	TBX20-201
TBX21	ENST00000177694.1|ENSG00000073861.2|OTTHUMG00000178287.1|OTTHUMT00000441365.1|TBX21-201|TBX21|2572|protein_coding|	2572	2334.82	341.0	2.82833	ENSG00000073861.2	TBX21-201
TBX22	ENST00000373296.7|ENSG00000122145.14|OTTHUMG00000021901.2|-|TBX22-202|TBX22|2355|protein_coding|	2355	2117.82	0.0	0.0	ENSG00000122145.14	TBX22-202
TBX3	ENST00000349155.6|ENSG00000135111.15|OTTHUMG00000169586.2|OTTHUMT00000404945.1|TBX3-202|TBX3|4723|protein_coding|	4723	4485.82	8.48268	0.0366202	ENSG00000135111.15	TBX3-202
TBX4	ENST00000642491.1|ENSG00000121075.10|OTTHUMG00000180078.4|OTTHUMT00000496984.1|TBX4-208|TBX4|2149|protein_coding|	2149	1911.82	3.01851	0.0305756	ENSG00000121075.10	TBX4-208
TBX5	ENST00000349716.9|ENSG00000089225.19|OTTHUMG00000166191.3|OTTHUMT00000388298.2|TBX5-202|TBX5|3585|protein_coding|	3585	3347.82	0.0	0.0	ENSG00000089225.19	TBX5-202
TBX6	ENST00000279386.6|ENSG00000149922.10|OTTHUMG00000132115.6|-|TBX6-201|TBX6|1796|protein_coding|	1796	1558.82	20.0671	0.249298	ENSG00000149922.10	TBX6-201
TBXA2R	ENST00000589966.1|ENSG00000006638.11|OTTHUMG00000180806.2|OTTHUMT00000453079.1|TBXA2R-204|TBXA2R|1814|protein_coding|	1814	1576.82	7.72639	0.0948909	ENSG00000006638.11	TBXA2R-204
TBXAS1	ENST00000448866.5|ENSG00000059377.16|OTTHUMG00000157302.7|OTTHUMT00000348375.3|TBXAS1-208|TBXAS1|1963|protein_coding|	1963	1725.82	252.088	2.8287	ENSG00000059377.16	TBXAS1-208
TBXT	ENST00000296946.6|ENSG00000164458.9|OTTHUMG00000015991.3|OTTHUMT00000043037.2|TBXT-201|TBXT|2436|protein_coding|	2436	2198.82	0.0	0.0	ENSG00000164458.9	TBXT-201
TC2N	ENST00000556018.5|ENSG00000165929.12|OTTHUMG00000171121.1|OTTHUMT00000411781.1|TC2N-206|TC2N|1770|protein_coding|	1770	1532.82	21.1826	0.26762	ENSG00000165929.12	TC2N-206
TCAF1	ENST00000479870.5|ENSG00000198420.9|OTTHUMG00000157773.3|OTTHUMT00000349583.1|TCAF1-205|TCAF1|5733|protein_coding|	5733	5495.82	729.949	2.57211	ENSG00000198420.9	TCAF1-205
TCAF2	ENST00000441159.7|ENSG00000170379.20|OTTHUMG00000153232.6|OTTHUMT00000330287.1|TCAF2-204|TCAF2|5516|protein_coding|	5516	5278.82	284.142	1.04239	ENSG00000170379.20	TCAF2-204
TCAF2C	ENST00000636941.1|ENSG00000283528.2|OTTHUMG00000191659.1|OTTHUMT00000489159.1|TCAF2C-201|TCAF2C|2577|protein_coding|	2577	2339.82	0.0	0.0	ENSG00000283528.2	TCAF2C-201
TCAIM	ENST00000383746.7|ENSG00000179152.19|OTTHUMG00000133049.7|OTTHUMT00000343248.3|TCAIM-202|TCAIM|1998|protein_coding|	1998	1760.82	126.813	1.3947	ENSG00000179152.19	TCAIM-202
TCAP	ENST00000309889.2|ENSG00000173991.5|OTTHUMG00000133215.2|OTTHUMT00000256942.1|TCAP-201|TCAP|2123|protein_coding|	2123	1885.82	20.8175	0.213775	ENSG00000173991.5	TCAP-201
TCEA1	ENST00000521604.6|ENSG00000187735.13|OTTHUMG00000164262.2|OTTHUMT00000377975.2|TCEA1-208|TCEA1|2858|protein_coding|	2858	2620.82	3666.29	27.0907	ENSG00000187735.13	TCEA1-208
TCEA2	ENST00000343484.9|ENSG00000171703.16|OTTHUMG00000033026.3|OTTHUMT00000080277.2|TCEA2-202|TCEA2|1235|protein_coding|	1235	997.817	213.357	4.14081	ENSG00000171703.16	TCEA2-202
TCEA3	ENST00000450454.6|ENSG00000204219.10|OTTHUMG00000003233.5|OTTHUMT00000008911.2|TCEA3-203|TCEA3|1559|protein_coding|	1559	1321.82	5.37324	0.0787217	ENSG00000204219.10	TCEA3-203
TCEAL1	ENST00000372625.7|ENSG00000172465.13|OTTHUMG00000022699.1|OTTHUMT00000058903.1|TCEAL1-202|TCEAL1|1201|protein_coding|	1201	963.817	150.816	3.03028	ENSG00000172465.13	TCEAL1-202
TCEAL2	ENST00000372780.5|ENSG00000184905.8|OTTHUMG00000022048.2|-|TCEAL2-202|TCEAL2|1100|protein_coding|	1100	862.817	0.0	0.0	ENSG00000184905.8	TCEAL2-202
TCEAL3	ENST00000372627.9|ENSG00000196507.10|OTTHUMG00000022106.1|OTTHUMT00000057736.1|TCEAL3-202|TCEAL3|1113|protein_coding|	1113	875.817	109.145	2.41335	ENSG00000196507.10	TCEAL3-202
TCEAL4	ENST00000468024.5|ENSG00000133142.17|OTTHUMG00000022103.8|OTTHUMT00000252337.3|TCEAL4-206|TCEAL4|1135|protein_coding|	1135	897.817	246.716	5.32156	ENSG00000133142.17	TCEAL4-206
TCEAL5	ENST00000372680.1|ENSG00000204065.2|OTTHUMG00000022092.1|OTTHUMT00000057696.1|TCEAL5-201|TCEAL5|1168|protein_coding|	1168	930.817	0.0	0.0	ENSG00000204065.2	TCEAL5-201
TCEAL6	ENST00000372774.7|ENSG00000204071.10|OTTHUMG00000022050.1|OTTHUMT00000057609.1|TCEAL6-202|TCEAL6|1106|protein_coding|	1106	868.817	0.0	0.0	ENSG00000204071.10	TCEAL6-202
TCEAL7	ENST00000332431.4|ENSG00000182916.7|OTTHUMG00000022096.1|OTTHUMT00000057704.1|TCEAL7-201|TCEAL7|1177|protein_coding|	1177	939.817	0.0	0.0	ENSG00000182916.7	TCEAL7-201
TCEAL8	ENST00000372685.7|ENSG00000180964.16|OTTHUMG00000022094.2|OTTHUMT00000057698.1|TCEAL8-202|TCEAL8|1222|protein_coding|	1222	984.817	476.167	9.36338	ENSG00000180964.16	TCEAL8-202
