Chromosome	Start	End	Name	Score	Cell	K562
chr13	80361924	80362584	NR2F6	261	HepG2,K562	True
chr13	80624592	80625434	NR2F6	128	K562	True
chr13	80638253	80638703	NR2F6	247	K562	True
chr13	80777468	80778117	NR2F6	424	K562	True
chr13	89959568	89960018	NR2F6	219	K562	True
chr13	90010336	90010985	NR2F6	191	K562	True
chr13	90258365	90259020	NR2F6	200	K562	True
chr13	90380352	90380802	NR2F6	231	K562	True
chr13	90920964	90921414	NR2F6	77	K562	True
chr13	91017303	91018010	NR2F6	266	K562	True
chr13	91136827	91137193	NR2F6	1000	K562	True
chr13	91217250	91217737	NR2F6	756	HepG2,K562	True
chr13	91311010	91311460	NR2F6	235	K562	True
chr13	91315087	91315537	NR2F6	216	K562	True
chr13	91539635	91540389	NR2F6	213	K562	True
chr13	92411833	92412283	NR2F6	382	K562	True
chr13	92528898	92529348	NR2F6	169	K562	True
chr13	92548694	92549144	NR2F6	240	K562	True
chr13	94549516	94549966	NR2F6	240	K562	True
chr13	94664911	94665361	NR2F6	232	K562	True
chr13	94725127	94725577	NR2F6	194	K562	True
chr13	95202121	95202571	NR2F6	505	K562	True
chr13	95243203	95243653	NR2F6	578	K562	True
chr13	95271036	95271664	NR2F6	1000	HepG2,K562	True
chr13	95274175	95274625	NR2F6	419	K562	True
chr13	95285760	95286210	NR2F6	383	K562	True
chr13	95317332	95317782	NR2F6	333	K562	True
chr13	95385625	95386075	NR2F6	301	K562	True
chr13	95438234	95438684	NR2F6	266	K562	True
chr13	95485608	95486058	NR2F6	450	K562	True
chr13	95753902	95754352	NR2F6	253	K562	True
chr13	97194397	97194847	NR2F6	452	K562	True
chr13	97205945	97206395	NR2F6	435	K562	True
chr13	97214934	97215384	NR2F6	459	K562	True
chr13	97248154	97248604	NR2F6	255	K562	True
chr13	97249048	97249498	NR2F6	293	K562	True
chr13	97255467	97255917	NR2F6	220	K562	True
chr13	97256475	97256651	NR2F6	671	K562	True
chr13	97259981	97260282	NR2F6	1000	HepG2,K562	True
chr13	98161370	98161823	NR2F6	1000	HepG2,K562	True
chr13	98480875	98481325	NR2F6	720	K562	True
chr13	98509457	98509907	NR2F6	262	K562	True
chr13	98975872	98976528	NR2F6	306	K562	True
chr13	98998814	98999481	NR2F6	247	K562	True
chr13	99027477	99027646	NR2F6	507	K562	True
chr13	99053583	99054232	NR2F6	510	K562	True
chr13	99144326	99144776	NR2F6	303	K562	True
chr13	99314935	99315182	NR2F6	1000	K562	True
chr13	99434367	99434759	NR2F6	1000	K562	True
chr13	99452690	99453140	NR2F6	275	K562	True
chr13	99526493	99526943	NR2F6	381	K562	True
chr13	99600243	99600986	NR2F6	486	HepG2,K562	True
chr13	99619487	99619937	NR2F6	248	K562	True
chr13	100024778	100025228	NR2F6	454	HepG2,K562	True
chr13	100088867	100089317	NR2F6	368	HepG2,K562	True
chr13	100256400	100256850	NR2F6	221	K562	True
chr13	100392764	100393136	NR2F6	1000	HepG2,K562	True
chr13	102394454	102394702	NR2F6	873	K562	True
chr13	102596469	102596919	NR2F6	142	K562	True
chr13	102659283	102659733	NR2F6	316	K562	True
chr13	102670084	102670534	NR2F6	236	K562	True
chr13	102818887	102819337	NR2F6	240	K562	True
chr13	108572696	108573146	NR2F6	510	K562	True
chr13	108769427	108769877	NR2F6	456	K562	True
chr13	108816336	108816786	NR2F6	490	K562	True
chr13	108915564	108916027	NR2F6	706	HepG2,K562	True
chr13	108961563	108961828	NR2F6	1000	HepG2,K562	True
chr13	109868935	109869386	NR2F6	387	HepG2,K562	True
chr13	110412151	110412601	NR2F6	347	K562	True
chr13	110456010	110456460	NR2F6	209	K562	True
chr13	110471850	110472065	NR2F6	1000	K562	True
chr13	110507250	110507604	NR2F6	828	K562	True
chr13	110509585	110509731	NR2F6	866	K562	True
chr13	110853378	110853627	NR2F6	655	K562	True
chr13	110964276	110964646	NR2F6	1000	K562	True
chr13	110965365	110965586	NR2F6	646	K562	True
chr13	112438030	112438480	NR2F6	230	K562	True
chr13	112689644	112689975	NR2F6	1000	HepG2,K562	True
chr13	112701110	112701560	NR2F6	313	K562	True
chr13	112704283	112704733	NR2F6	269	K562	True
chr13	112711820	112712134	NR2F6	925	K562	True
chr13	112722792	112723285	NR2F6	440	HepG2,K562	True
chr13	112761818	112762268	NR2F6	528	K562	True
chr13	113220228	113220505	NR2F6	1000	HepG2,K562	True
chr13	113275439	113275728	NR2F6	931	HepG2,K562	True
chr13	113381041	113381426	NR2F6	1000	HepG2,K562	True
chr13	113397664	113398114	NR2F6	219	K562	True
chr13	113449101	113449551	NR2F6	270	K562	True
chr13	113489156	113489657	NR2F6	302	HepG2,K562	True
chr13	114047303	114047753	NR2F6	196	K562	True
chr13	114121415	114121913	NR2F6	270	HepG2,K562	True
chr13	114237546	114237996	NR2F6	389	K562	True
chr13	114279215	114279948	NR2F6	208	K562	True
chr13	114281268	114281708	NR2F6	1000	HepG2,K562	True
chr13	114320048	114320498	NR2F6	294	K562	True
chr14	20177370	20177820	NR2F6	567	K562	True
chr14	20327268	20327743	NR2F6	666	HepG2,K562	True
chr14	20332361	20333419	NR2F6	312	HepG2,K562	True
chr14	20340676	20341126	NR2F6	340	K562	True
chr14	20342825	20343478	NR2F6	404	HepG2,K562	True
chr14	20427389	20428044	NR2F6	400	HepG2,K562	True
chr14	20489195	20489818	NR2F6	972	HepG2,K562	True
chr14	20490504	20490954	NR2F6	222	K562	True
chr14	20579138	20579588	NR2F6	667	K562	True
chr14	20609930	20610452	NR2F6	396	HepG2,K562	True
chr14	20613560	20614010	NR2F6	481	HepG2,K562	True
chr14	20625117	20625567	NR2F6	257	K562	True
chr14	20630993	20631464	NR2F6	444	HepG2,K562	True
chr14	20632916	20633400	NR2F6	576	HepG2,K562	True
chr14	20681489	20681974	NR2F6	476	HepG2,K562	True
chr14	20683170	20684260	NR2F6	602	HepG2,K562	True
chr14	20989685	20990135	NR2F6	287	K562	True
chr14	21017205	21017857	NR2F6	347	HepG2,K562	True
chr14	21043908	21044634	NR2F6	462	HepG2,K562	True
chr14	21075687	21076202	NR2F6	295	HepG2,K562	True
chr14	21104057	21104635	NR2F6	1000	HepG2,K562	True
chr14	21106634	21107318	NR2F6	445	HepG2,K562	True
chr14	21107434	21107884	NR2F6	358	K562	True
chr14	21226423	21226905	NR2F6	628	HepG2,K562	True
chr14	21278043	21278583	NR2F6	717	HepG2,K562	True
chr14	21308308	21308840	NR2F6	950	HepG2,K562	True
chr14	21325830	21326280	NR2F6	255	K562	True
chr14	21352486	21352936	NR2F6	457	K562	True
chr14	21476964	21477488	NR2F6	356	HepG2,K562	True
chr14	21557512	21557962	NR2F6	1000	HepG2,K562	True
chr14	22337047	22337164	NR2F6	388	K562	True
chr14	22337922	22338362	NR2F6	1000	HepG2,K562	True
chr14	22497780	22498230	NR2F6	269	K562	True
chr14	22556269	22556719	NR2F6	396	K562	True
chr14	22597220	22597670	NR2F6	268	K562	True
chr14	22700007	22700496	NR2F6	1000	HepG2,K562	True
chr14	22715228	22715552	NR2F6	1000	K562	True
chr14	22728228	22728678	NR2F6	392	K562	True
chr14	22748647	22749097	NR2F6	248	K562	True
chr14	22766493	22767145	NR2F6	668	HepG2,K562	True
chr14	22829555	22830005	NR2F6	191	K562	True
chr14	22846144	22846594	NR2F6	287	K562	True
chr14	22871344	22871794	NR2F6	133	K562	True
chr14	22886630	22887080	NR2F6	226	K562	True
chr14	22897344	22897794	NR2F6	172	K562	True
chr14	22966512	22966962	NR2F6	258	K562	True
chr14	23005068	23005314	NR2F6	1000	K562	True
chr14	23078602	23079052	NR2F6	827	K562	True
chr14	23095492	23095942	NR2F6	181	K562	True
chr14	23112683	23113133	NR2F6	394	K562	True
chr14	23113278	23113751	NR2F6	290	HepG2,K562	True
chr14	23120625	23121281	NR2F6	389	K562	True
chr14	23146370	23146896	NR2F6	1000	K562	True
chr14	23154436	23154886	NR2F6	414	K562	True
chr14	23167450	23167900	NR2F6	467	K562	True
chr14	23277900	23278350	NR2F6	295	K562	True
chr14	23280069	23280519	NR2F6	899	K562	True
chr14	23320766	23321431	NR2F6	375	HepG2,K562	True
chr14	23423535	23424008	NR2F6	286	HepG2,K562	True
chr14	23932483	23932933	NR2F6	401	K562	True
chr14	23939633	23940285	NR2F6	599	HepG2,K562	True
chr14	23941218	23941668	NR2F6	350	K562	True
chr14	24053367	24053835	NR2F6	506	HepG2,K562	True
chr14	24108799	24109297	NR2F6	988	HepG2,K562	True
chr14	24160831	24161489	NR2F6	964	HepG2,K562	True
chr14	24233643	24233827	NR2F6	695	K562	True
chr14	24256125	24256607	NR2F6	964	HepG2,K562	True
chr14	24607836	24608331	NR2F6	495	HepG2,K562	True
chr14	25048167	25048617	NR2F6	522	K562	True
chr14	26846458	26846728	NR2F6	1000	K562	True
chr14	29602102	29602368	NR2F6	948	K562	True
chr14	29645072	29645522	NR2F6	373	K562	True
chr14	29650729	29650920	NR2F6	743	K562	True
chr14	30355525	30355907	NR2F6	1000	HepG2,K562	True
chr14	30453488	30453938	NR2F6	278	K562	True
chr14	30532282	30532560	NR2F6	1000	HepG2,K562	True
chr14	30821690	30822447	NR2F6	227	K562	True
chr14	30994792	30995443	NR2F6	356	K562	True
chr14	31038303	31038840	NR2F6	1000	HepG2,K562	True
chr14	31059541	31059991	NR2F6	720	K562	True
chr14	31151442	31151892	NR2F6	286	K562	True
chr14	31171691	31172353	NR2F6	490	HepG2,K562	True
chr14	31197678	31198128	NR2F6	777	HepG2,K562	True
chr14	31229671	31230371	NR2F6	1000	HepG2,K562	True
chr14	31242312	31242762	NR2F6	572	K562	True
chr14	31937709	31938211	NR2F6	454	HepG2,K562	True
chr14	32010616	32010941	NR2F6	1000	HepG2,K562	True
chr14	32150284	32150734	NR2F6	438	K562	True
chr14	32202834	32203531	NR2F6	343	HepG2,K562	True
chr14	33652646	33653299	NR2F6	389	K562	True
chr14	33812690	33812986	NR2F6	712	K562	True
chr14	33836336	33836544	NR2F6	825	K562	True
chr14	33889326	33889776	NR2F6	371	K562	True
chr14	33941744	33942194	NR2F6	526	K562	True
chr14	34013675	34014125	NR2F6	205	K562	True
chr14	34029877	34030327	NR2F6	255	K562	True
chr14	34047165	34047889	NR2F6	313	K562	True
chr14	34078099	34078549	NR2F6	426	K562	True
chr14	34089014	34089464	NR2F6	342	K562	True
chr14	34461424	34461877	NR2F6	714	HepG2,K562	True
chr14	34628808	34629258	NR2F6	520	K562	True
chr14	34634266	34634918	NR2F6	254	K562	True
chr14	34649326	34649776	NR2F6	445	K562	True
chr14	34749343	34749793	NR2F6	292	K562	True
chr14	34792550	34793000	NR2F6	355	K562	True
chr14	35332121	35332304	NR2F6	812	K562	True
chr14	35336446	35337033	NR2F6	1000	HepG2,K562	True
chr14	35365591	35366041	NR2F6	1000	HepG2,K562	True
chr14	35386717	35387167	NR2F6	234	K562	True
chr14	35435267	35435717	NR2F6	469	K562	True
chr14	36264586	36265036	NR2F6	267	K562	True
chr14	36767581	36768031	NR2F6	279	K562	True
chr14	36773118	36773568	NR2F6	304	K562	True
chr14	36835285	36835464	NR2F6	751	K562	True
chr14	36847465	36847915	NR2F6	223	K562	True
chr14	36976545	36976995	NR2F6	380	K562	True
chr14	37063513	37063963	NR2F6	283	K562	True
chr14	37168678	37169128	NR2F6	299	K562	True
chr14	37169404	37169854	NR2F6	285	K562	True
chr14	37170437	37170887	NR2F6	450	K562	True
chr14	37172494	37172944	NR2F6	282	K562	True
chr14	39145338	39145838	NR2F6	699	HepG2,K562	True
chr14	39174810	39175042	NR2F6	1000	HepG2,K562	True
chr14	39218295	39218745	NR2F6	555	K562	True
chr14	44783887	44784337	NR2F6	333	K562	True
chr14	44961909	44962370	NR2F6	829	HepG2,K562	True
chr14	44965730	44966180	NR2F6	263	K562	True
chr14	45120076	45120526	NR2F6	512	K562	True
chr14	45133725	45134347	NR2F6	977	HepG2,K562	True
chr14	45250091	45250743	NR2F6	261	K562	True
chr14	49306151	49306800	NR2F6	451	HepG2,K562	True
chr14	49594591	49595041	NR2F6	353	K562	True
chr14	49616590	49617040	NR2F6	368	K562	True
chr14	49633657	49634107	NR2F6	547	K562	True
chr14	49770281	49770731	NR2F6	1000	HepG2,K562	True
chr14	49862890	49863340	NR2F6	217	K562	True
chr14	49868508	49868958	NR2F6	193	K562	True
chr14	49880433	49880883	NR2F6	403	K562	True
chr14	49882634	49883084	NR2F6	273	K562	True
chr14	49945388	49945838	NR2F6	313	K562	True
chr14	49970446	49970896	NR2F6	334	K562	True
chr14	50028429	50028973	NR2F6	376	HepG2,K562	True
chr14	50741426	50741876	NR2F6	311	K562	True
chr14	50927067	50927559	NR2F6	554	K562	True
chr14	51219476	51219926	NR2F6	377	K562	True
chr14	51847492	51847942	NR2F6	242	K562	True
chr14	51884332	51884930	NR2F6	1000	K562	True
chr14	52007636	52008086	NR2F6	875	HepG2,K562	True
chr14	52547000	52547654	NR2F6	239	K562	True
chr14	52692154	52692604	NR2F6	277	K562	True
chr14	52853174	52853417	NR2F6	676	HepG2,K562	True
chr14	53153178	53153833	NR2F6	285	HepG2,K562	True
chr14	54435753	54436404	NR2F6	214	K562	True
chr14	54441464	54441980	NR2F6	265	HepG2,K562	True
chr14	54450720	54450851	NR2F6	439	K562	True
chr14	54486750	54486932	NR2F6	803	K562	True
chr14	54488162	54488811	NR2F6	336	K562	True
chr14	54725997	54726447	NR2F6	415	K562	True
chr14	54730403	54730853	NR2F6	255	K562	True
chr14	54737330	54737780	NR2F6	623	K562	True
chr14	54754669	54755119	NR2F6	375	K562	True
chr14	54773064	54773514	NR2F6	245	K562	True
chr14	55103179	55103630	NR2F6	517	HepG2,K562	True
chr14	55122085	55122535	NR2F6	1000	HepG2,K562	True
chr14	55136859	55137309	NR2F6	345	K562	True
chr14	55191015	55191732	NR2F6	617	HepG2,K562	True
chr14	55383831	55384281	NR2F6	270	K562	True
chr14	55418428	55418878	NR2F6	398	K562	True
chr14	55803172	55803394	NR2F6	883	HepG2,K562	True
chr14	56172607	56173057	NR2F6	225	K562	True
chr14	56962383	56962833	NR2F6	528	K562	True
chr14	57009498	57009948	NR2F6	326	K562	True
chr14	57060262	57060869	NR2F6	1000	K562	True
chr14	57224941	57225591	NR2F6	281	K562	True
chr14	58164058	58164728	NR2F6	310	K562	True
chr14	58171008	58171458	NR2F6	607	K562	True
chr14	58192085	58192358	NR2F6	981	K562	True
chr14	58239605	58240055	NR2F6	265	K562	True
chr14	58773251	58773701	NR2F6	387	K562	True
chr14	59044694	59045144	NR2F6	463	K562	True
chr14	59199875	59200576	NR2F6	304	K562	True
chr14	59310645	59311095	NR2F6	601	K562	True
chr14	59361144	59361594	NR2F6	327	K562	True
chr14	59398828	59399449	NR2F6	1000	K562	True
chr14	59585955	59586405	NR2F6	329	K562	True
chr14	60097973	60098286	NR2F6	1000	K562	True
chr14	60724244	60724713	NR2F6	472	HepG2,K562	True
chr14	61257118	61257568	NR2F6	1000	HepG2,K562	True
chr14	61367155	61367605	NR2F6	543	HepG2,K562	True
chr14	61476631	61477280	NR2F6	754	K562	True
chr14	63453391	63453841	NR2F6	375	K562	True
chr14	63641328	63641898	NR2F6	299	HepG2,K562	True
chr14	63745995	63746445	NR2F6	296	K562	True
chr14	64232303	64232753	NR2F6	315	K562	True
chr14	64363338	64363788	NR2F6	382	K562	True
chr14	64387504	64387954	NR2F6	211	K562	True
chr14	64416555	64417272	NR2F6	618	HepG2,K562	True
chr14	64445259	64445709	NR2F6	509	K562	True
chr14	64801726	64802176	NR2F6	282	K562	True
chr14	64875310	64875760	NR2F6	435	K562	True
chr14	65019941	65020391	NR2F6	199	K562	True
chr14	65043054	65043504	NR2F6	374	K562	True
chr14	65072834	65073284	NR2F6	390	K562	True
chr14	65107154	65107604	NR2F6	493	K562	True
chr14	65162062	65162512	NR2F6	334	K562	True
chr14	65237952	65238402	NR2F6	300	K562	True
chr14	65239313	65239763	NR2F6	797	K562	True
chr14	65302118	65302568	NR2F6	424	K562	True
chr14	65329938	65330388	NR2F6	534	K562	True
chr14	65471580	65471826	NR2F6	926	K562	True
chr14	65482768	65483218	NR2F6	390	K562	True
chr14	65483591	65484248	NR2F6	381	K562	True
chr14	67357881	67358331	NR2F6	432	K562	True
chr14	67359563	67360022	NR2F6	595	HepG2,K562	True
chr14	67636447	67636822	NR2F6	1000	K562	True
chr14	67641792	67642242	NR2F6	317	K562	True
chr14	67680891	67681549	NR2F6	654	K562	True
chr14	67715692	67716142	NR2F6	203	K562	True
chr14	67720004	67720191	NR2F6	740	K562	True
chr14	68210689	68210925	NR2F6	923	K562	True
chr14	68295311	68295711	NR2F6	1000	HepG2,K562	True
chr14	68338532	68338982	NR2F6	259	K562	True
chr14	68377384	68377834	NR2F6	254	K562	True
chr14	68409415	68409865	NR2F6	299	K562	True
chr14	68473803	68474253	NR2F6	343	K562	True
chr14	68576564	68577208	NR2F6	751	HepG2,K562	True
chr14	68620148	68620815	NR2F6	1000	HepG2,K562	True
chr14	68629884	68630664	NR2F6	132	K562	True
chr14	68664138	68664588	NR2F6	330	K562	True
chr14	68719696	68720146	NR2F6	337	K562	True
chr14	68763117	68763632	NR2F6	1000	K562	True
chr14	68781918	68782368	NR2F6	254	K562	True
chr14	68987563	68988013	NR2F6	203	K562	True
chr14	69101487	69101603	NR2F6	761	K562	True
chr14	69133263	69133713	NR2F6	280	K562	True
chr14	69606206	69606656	NR2F6	1000	HepG2,K562	True
chr14	69610903	69611190	NR2F6	1000	HepG2,K562	True
chr14	69626173	69626395	NR2F6	890	K562	True
chr14	69629081	69629531	NR2F6	372	K562	True
chr14	69652877	69653327	NR2F6	352	K562	True
chr14	69699223	69699673	NR2F6	239	K562	True
chr14	69728904	69729354	NR2F6	507	K562	True
chr14	69750057	69750507	NR2F6	696	HepG2,K562	True
chr14	70213759	70214209	NR2F6	259	K562	True
chr14	70237714	70238164	NR2F6	757	K562	True
chr14	70886614	70887264	NR2F6	347	K562	True
chr14	70995602	70996052	NR2F6	268	K562	True
chr14	71001693	71002143	NR2F6	257	K562	True
chr14	71130749	71130952	NR2F6	820	K562	True
chr14	71138969	71139419	NR2F6	213	K562	True
chr14	71166113	71166607	NR2F6	398	HepG2,K562	True
chr14	71324801	71325251	NR2F6	393	K562	True
chr14	71339665	71340115	NR2F6	196	K562	True
chr14	71360952	71361402	NR2F6	114	K562	True
chr14	71748176	71748448	NR2F6	1000	K562	True
chr14	71751261	71751535	NR2F6	1000	K562	True
chr14	72454451	72454750	NR2F6	990	K562	True
chr14	72826007	72826457	NR2F6	507	K562	True
chr14	72869613	72870063	NR2F6	390	K562	True
chr14	72907580	72907703	NR2F6	436	K562	True
chr14	73015916	73016366	NR2F6	301	K562	True
chr14	73058075	73058525	NR2F6	634	HepG2,K562	True
chr14	73323776	73324226	NR2F6	693	K562	True
chr14	73455962	73456412	NR2F6	314	K562	True
chr14	73467364	73468369	NR2F6	254	K562	True
chr14	73728767	73729085	NR2F6	1000	HepG2,K562	True
chr14	73751018	73751468	NR2F6	320	K562	True
chr14	73759979	73760727	NR2F6	475	HepG2,K562	True
chr14	73761609	73762059	NR2F6	453	K562	True
chr14	73762396	73762846	NR2F6	307	K562	True
chr14	73783262	73783940	NR2F6	1000	HepG2,K562	True
chr14	73795848	73796298	NR2F6	1000	HepG2,K562	True
chr14	73810874	73811324	NR2F6	181	K562	True
chr14	73825517	73825957	NR2F6	813	HepG2,K562	True
chr14	73852495	73853047	NR2F6	349	HepG2,K562	True
chr14	73950434	73950895	NR2F6	535	HepG2,K562	True
chr14	74133800	74134451	NR2F6	280	HepG2,K562	True
chr14	74148849	74148977	NR2F6	579	K562	True
chr14	74491863	74492515	NR2F6	216	K562	True
chr14	74620594	74621044	NR2F6	394	K562	True
chr14	74686331	74686781	NR2F6	382	K562	True
chr14	74771412	74772075	NR2F6	341	K562	True
chr14	74800911	74801065	NR2F6	659	K562	True
chr14	74864231	74864681	NR2F6	227	K562	True
chr14	74888441	74889183	NR2F6	369	K562	True
chr14	74945330	74945507	NR2F6	667	K562	True
chr14	74950141	74950591	NR2F6	394	K562	True
chr14	75024989	75025439	NR2F6	262	K562	True
chr14	75069210	75069660	NR2F6	339	K562	True
chr14	75176521	75176904	NR2F6	1000	HepG2,K562	True
chr14	75229888	75230121	NR2F6	1000	K562	True
chr14	75283175	75283831	NR2F6	334	K562	True
chr14	75301840	75302117	NR2F6	1000	K562	True
chr14	75442633	75443083	NR2F6	216	K562	True
chr14	75535827	75536435	NR2F6	586	HepG2,K562	True
chr14	75539858	75540175	NR2F6	1000	K562	True
chr14	75718325	75718437	NR2F6	515	K562	True
chr14	75944838	75945288	NR2F6	282	K562	True
chr14	76083773	76084223	NR2F6	299	K562	True
chr14	76259255	76259705	NR2F6	569	K562	True
chr14	76497747	76498187	NR2F6	421	HepG2,K562	True
chr14	76720269	76720719	NR2F6	627	HepG2,K562	True
chr14	76880295	76880745	NR2F6	226	K562	True
chr14	76903471	76903921	NR2F6	294	K562	True
chr14	76961825	76962275	NR2F6	623	K562	True
chr14	77040344	77040794	NR2F6	507	K562	True
chr14	77043229	77043804	NR2F6	261	HepG2,K562	True
chr14	77300970	77301431	NR2F6	394	HepG2,K562	True
chr14	77342687	77343137	NR2F6	486	K562	True
chr14	77383398	77383755	NR2F6	1000	K562	True
chr14	77408932	77409382	NR2F6	292	K562	True
chr14	77414341	77414791	NR2F6	325	K562	True
chr14	77416182	77416326	NR2F6	345	K562	True
chr14	77585381	77585875	NR2F6	272	HepG2,K562	True
chr14	77707983	77708176	NR2F6	939	HepG2,K562	True
chr14	77762349	77762799	NR2F6	220	K562	True
chr14	77800046	77800496	NR2F6	333	K562	True
chr14	77859999	77860449	NR2F6	220	K562	True
chr14	77923555	77924005	NR2F6	226	K562	True
chr14	78320295	78320576	NR2F6	1000	K562	True
chr14	80915870	80916320	NR2F6	369	K562	True
chr14	80941609	80942059	NR2F6	284	K562	True
chr14	81141422	81141872	NR2F6	302	K562	True
chr14	81159671	81160121	NR2F6	310	K562	True
chr14	81303289	81303987	NR2F6	1000	HepG2,K562	True
chr14	81304181	81304631	NR2F6	476	K562	True
chr14	81415800	81416250	NR2F6	205	K562	True
chr14	81423320	81423969	NR2F6	444	K562	True
chr14	81427657	81428107	NR2F6	399	K562	True
chr14	81432177	81432627	NR2F6	358	K562	True
chr14	81472077	81472527	NR2F6	436	K562	True
chr14	88023706	88024319	NR2F6	1000	HepG2,K562	True
chr14	89000528	89000978	NR2F6	316	K562	True
chr14	89143487	89143937	NR2F6	708	HepG2,K562	True
chr14	89165406	89165856	NR2F6	423	K562	True
chr14	89207843	89208293	NR2F6	250	K562	True
chr14	89469231	89469681	NR2F6	241	K562	True
chr14	90033525	90033975	NR2F6	339	K562	True
chr14	90331716	90332241	NR2F6	378	HepG2,K562	True
chr14	90533424	90533874	NR2F6	352	K562	True
chr14	90534033	90534483	NR2F6	254	K562	True
chr14	90557110	90557560	NR2F6	640	K562	True
chr14	90573742	90574192	NR2F6	676	K562	True
chr14	90574758	90575208	NR2F6	384	K562	True
chr14	90580795	90580990	NR2F6	711	K562	True
chr14	90616896	90617346	NR2F6	283	K562	True
chr14	90761032	90761482	NR2F6	313	K562	True
chr14	90801164	90801614	NR2F6	523	K562	True
chr14	90805698	90806148	NR2F6	253	K562	True
chr14	91117048	91117498	NR2F6	296	K562	True
chr14	91349121	91349571	NR2F6	458	K562	True
chr14	91402688	91403138	NR2F6	400	K562	True
chr14	91421484	91422134	NR2F6	328	HepG2,K562	True
chr14	91515818	91516268	NR2F6	382	K562	True
chr14	92054340	92054504	NR2F6	552	K562	True
chr14	92503715	92504165	NR2F6	936	HepG2,K562	True
chr14	92789424	92789874	NR2F6	223	K562	True
chr14	93036023	93036757	NR2F6	1000	HepG2,K562	True
chr14	93073346	93073796	NR2F6	529	K562	True
chr14	93266097	93266547	NR2F6	357	K562	True
chr14	93466698	93467148	NR2F6	230	K562	True
chr14	93565108	93565558	NR2F6	251	K562	True
chr14	94144735	94145194	NR2F6	347	HepG2,K562	True
chr14	95185946	95186396	NR2F6	405	K562	True
chr14	95364806	95365256	NR2F6	1000	HepG2,K562	True
chr14	95380543	95380993	NR2F6	341	K562	True
chr14	95444101	95444551	NR2F6	1000	HepG2,K562	True
chr14	96100489	96100975	NR2F6	366	HepG2,K562	True
chr14	96409670	96410120	NR2F6	406	K562	True
chr14	96468721	96469171	NR2F6	816	HepG2,K562	True
chr14	96803061	96803361	NR2F6	1000	K562	True
chr14	96808963	96809413	NR2F6	727	K562	True
chr14	96830982	96831432	NR2F6	247	K562	True
chr14	96917352	96917861	NR2F6	1000	K562	True
chr14	96920854	96921304	NR2F6	227	K562	True
chr14	99419832	99420282	NR2F6	205	K562	True
chr14	99460745	99461195	NR2F6	201	K562	True
chr14	99600294	99600558	NR2F6	1000	K562	True
chr14	99602279	99602489	NR2F6	770	HepG2,K562	True
chr14	99605660	99606170	NR2F6	463	HepG2,K562	True
chr14	99904487	99904968	NR2F6	288	HepG2,K562	True
chr14	100166564	100167214	NR2F6	415	K562	True
chr14	100192469	100193109	NR2F6	631	HepG2,K562	True
chr14	100246822	100247262	NR2F6	770	HepG2,K562	True
chr14	100406488	100406938	NR2F6	459	K562	True
chr14	100676117	100676567	NR2F6	332	K562	True
chr14	100788984	100789434	NR2F6	245	K562	True
chr14	101677905	101678355	NR2F6	407	K562	True
chr14	101679028	101679478	NR2F6	336	K562	True
chr14	101685103	101685553	NR2F6	535	K562	True
chr14	101731138	101732113	NR2F6	237	HepG2,K562	True
chr14	101765067	101765517	NR2F6	304	K562	True
chr14	101877162	101877328	NR2F6	473	K562	True
chr14	101927821	101928271	NR2F6	353	K562	True
chr14	102150815	102151265	NR2F6	263	K562	True
chr14	102316852	102317108	NR2F6	978	K562	True
chr14	102510344	102511166	NR2F6	325	HepG2,K562	True
chr14	102512682	102513158	NR2F6	397	HepG2,K562	True
chr14	102524438	102524888	NR2F6	263	K562	True
chr14	102550987	102551437	NR2F6	401	K562	True
chr14	102551995	102552655	NR2F6	255	K562	True
chr14	102594561	102595018	NR2F6	681	HepG2,K562	True
chr14	102717233	102717424	NR2F6	714	K562	True
chr14	102830443	102830893	NR2F6	623	HepG2,K562	True
chr14	103104940	103105400	NR2F6	348	HepG2,K562	True
chr14	103108094	103108544	NR2F6	377	K562	True
chr14	103109704	103110144	NR2F6	873	HepG2,K562	True
chr14	103116839	103117012	NR2F6	656	K562	True
chr14	103118967	103119417	NR2F6	438	K562	True
chr14	103205064	103205269	NR2F6	631	K562	True
chr14	103208919	103209369	NR2F6	224	K562	True
chr14	103250847	103251297	NR2F6	334	K562	True
chr14	103309211	103309661	NR2F6	338	K562	True
chr14	103356340	103356780	NR2F6	973	HepG2,K562	True
chr14	103378064	103378514	NR2F6	297	K562	True
chr14	103427670	103428120	NR2F6	403	K562	True
chr14	103519075	103519525	NR2F6	235	K562	True
chr14	103628156	103628837	NR2F6	488	HepG2,K562	True
chr14	103886147	103886597	NR2F6	519	HepG2,K562	True
chr14	103973326	103973776	NR2F6	267	K562	True
chr14	104723737	104724286	NR2F6	271	HepG2,K562	True
chr14	105019326	105019663	NR2F6	1000	K562	True
chr14	105034354	105034804	NR2F6	272	K562	True
chr14	105090451	105090901	NR2F6	193	K562	True
chr14	106203445	106203735	NR2F6	915	K562	True
chr15	23055273	23055723	NR2F6	780	K562	True
chr15	23514209	23514659	NR2F6	463	K562	True
chr15	23582375	23582825	NR2F6	248	K562	True
chr15	25389402	25389852	NR2F6	259	K562	True
chr15	25394932	25395382	NR2F6	310	K562	True
chr15	25426847	25427297	NR2F6	248	K562	True
chr15	26081887	26082337	NR2F6	341	K562	True
chr15	26098821	26099472	NR2F6	310	K562	True
